duration_in_seconds	recorded_date	participant_id	working_home_time	now_before_eff	now_later_eff	home_office_aspect_1	home_office_aspect_2	home_office_aspect_3	home_office_aspect_4	home_office_aspect_5	home_office_aspect_6	home_office_aspect_7	home_office_aspect_8	home_office_aspect_9	home_office_aspect_10	home_office_aspect_11	home_office_aspect_12	home_office_aspect_13	home_office_aspect_14	home_office_aspect_15	prior_home_prop_1	future_home_prop_1	feasible	position	area_of_research	wokrplace_type	data_coll_remote	gender	age	edu_duties	team_work	office_setup	living_sit	partner_work	work_home_dist	children_2	children_23	children_24	children_25	children_26	children_27	homeschool	childcare_help	need_from_org_1	need_from_org_4	need_from_org_7	need_from_org_9	need_from_org_10	need_from_org_11	number_of_children	future_prior_diff
476	2020-04-27 16:33:48	R_2D8FLwJv1S2jSY5	Yes	more efficient	more efficient	2	2	2	3	3	4	1	2	1	3	5	4	3	3	1	40	90	Yes	assistant professor	Other	Research and educational institute	Yes (including if someone else does it for me)	Male	45 - 54	Yes	Yes	Underequipped	Living with partner and non-adult child(ren)	No	30-60 min	0	2	0	0	0	0	Yes	Yes	NA	NA	Support for problems regarding combining work with family life	NA	NA	NA	2	50
268	2020-04-27 16:34:12	R_1gLUVXvhEgjZ1sU	Yes	less efficient	less efficient	4	3	5	6	4	4	1	1	3	7	4	3	2	4	2	30	33	No	associate professor	Life Sciences	Research and educational institute	No	Female	35 - 44	Yes	No	Fully equipped	Living alone	NA	>60 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	NA	NA	0	3
150	2020-04-27 16:34:15	R_2QEdhcU5ho652ZT	Yes	less efficient	less efficient	3	3	6	6	7	6	4	4	5	6	6	7	7	4	2	10	15	Yes	assistant professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	25 - 34	Yes	Yes	Fully equipped	Living alone	NA	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	0	5
248	2020-04-27 16:34:37	R_qEfxLcJoa542mVX	Yes	less efficient	less efficient	6	5	7	7	7	7	6	6	5	7	7	6	3	4	3	20	40	No	full professor	Social Sciences	Purely research institute	Yes (including if someone else does it for me)	Female	45 - 54	No	Yes	Underequipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	0	0	1	0	0	Yes	Yes	NA	Better computer facilities	Support for problems regarding combining work with family life	NA	NA	NA	1	20
310	2020-04-27 16:44:20	R_3qQhVI25bJkAtFl	No	NA	similarly efficient	1	1	1	5	4	4	2	4	2	4	6	2	2	5	5	90	91	No	full professor	Life Sciences	Research and educational institute	No	Male	65 - 74	No	Yes	Fully equipped	Living only with partner	No	>60 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	NA	NA	0	1
291	2020-04-27 16:51:53	R_3GwFnMBAiHAKpNm	Yes	more efficient	more efficient	1	1	1	3	4	4	1	1	1	4	1	1	1	4	1	20	90	Yes	non-academic researcher	Social Sciences	None of them	Yes (including if someone else does it for me)	Female	25 - 34	No	Yes	Fully equipped	Living only with partner	Yes	30-60 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	0	70
264	2020-04-27 16:53:43	R_3rM98pdZjYsjiKt	Yes	less efficient	similarly efficient	5	3	1	6	6	6	1	1	1	4	4	4	4	6	3	60	61	Yes	full professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	65 - 74	Yes	Yes	Fully equipped	Living only with partner	NA	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	NA	NA	0	1
150	2020-04-27 16:58:02	R_3MKCNIlvoeMe7ZC	Yes	less efficient	less efficient	6	6	6	6	6	4	2	7	2	7	7	4	4	4	4	5	20	No	associate professor	Life Sciences	Research and educational institute	No	Male	65 - 74	Yes	Yes	Underequipped	Living only with partner	Yes	<30 min	0	0	0	0	0	0	No	NA	Better communication	Better computer facilities	NA	NA	Administrative flexibility during lockdowns	NA	0	15
308	2020-04-27 16:59:36	R_3KptEng2bSEWPpV	Yes	similarly efficient	more efficient	1	1	3	4	4	4	1	1	1	1	4	1	1	1	1	70	90	Yes	associate professor	Other	Purely educational institute	Yes (including if someone else does it for me)	Male	35 - 44	Yes	No	Fully equipped	Living alone	NA	>60 min	0	0	1	1	0	0	Yes	Yes	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	2	20
220	2020-04-27 17:04:16	R_qCnINuOSMBg1zmV	Yes	similarly efficient	similarly efficient	1	1	1	4	7	7	1	1	1	6	7	2	2	5	1	40	40	No	full professor	Social Sciences	Research and educational institute	No	Male	55 - 64	Yes	No	Fully equipped	Living only with partner	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	0	0
303	2020-04-27 17:04:50	R_WAKK9zvdgcQIGNb	Yes	similarly efficient	similarly efficient	3	3	4	6	6	5	4	4	4	7	4	3	3	4	5	10	20	No	associate professor	Social Sciences	Research and educational institute	No	Male	45 - 54	Yes	Yes	Underequipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	2	0	0	0	0	Yes	Yes	NA	Better computer facilities	NA	NA	NA	NA	2	10
321	2020-04-27 17:18:19	R_3hm6uwu33appfM7	No	NA	similarly efficient	6	4	5	6	6	6	2	5	2	7	7	4	2	6	4	90	100	Yes	full professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	65 - 74	No	Yes	Underequipped	Living only with partner	Yes	30-60 min	0	0	0	0	0	0	No	NA	Better communication	Better computer facilities	NA	NA	Administrative flexibility during lockdowns	NA	0	10
326	2020-04-27 17:19:43	R_1MM9HGe93DOzuG2	Yes	less efficient	similarly efficient	5	4	2	5	5	6	2	4	5	7	5	6	6	6	2	15	40	Yes	assistant professor	Social Sciences	Research and educational institute	No	Male	45 - 54	Yes	No	Underequipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	1	0	1	0	0	Yes	No	NA	NA	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	2	25
499	2020-04-27 17:21:17	R_rpueNdKEaWLzAIx	Yes	more efficient	more efficient	2	2	2	4	5	6	1	2	2	7	4	3	2	6	5	35	50	Yes	assistant professor	Social Sciences	Research and educational institute	No	Male	35 - 44	Yes	Yes	Fully equipped	Living only with partner	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	0	15
477	2020-04-27 17:31:35	R_1mmxqIMPNeT1uR5	Yes	similarly efficient	similarly efficient	4	4	4	6	5	6	3	3	3	4	5	5	3	5	5	40	60	Yes	associate professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	55 - 64	Yes	No	Fully equipped	Living only with partner	Yes	>60 min	0	0	0	0	0	0	No	No	Better communication	NA	Support for problems regarding combining work with family life	More tips on working from home	NA	Other	0	20
447	2020-04-27 17:36:44	R_2qt89LTMVZ7gFu1	Yes	more efficient	more efficient	1	1	1	3	4	2	1	1	1	5	2	1	1	3	1	33	80	Yes	assistant professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	25 - 34	Yes	No	Fully equipped	Living only with partner	No	<30 min	0	0	0	0	0	0	No	NA	Better communication	NA	NA	NA	NA	Other	0	47
275	2020-04-27 17:40:47	R_1hXR4Yd0MsDp57f	Yes	more efficient	more efficient	3	3	2	1	4	4	1	1	1	4	2	4	3	5	4	29	50	Yes	full professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	45 - 54	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	0	0	0	2	0	Yes	Yes	NA	NA	NA	NA	NA	NA	2	21
2512	2020-04-27 17:44:31	R_1Fy9Ngug6TyNiAE	Yes	less efficient	less efficient	3	5	6	7	7	7	3	6	5	6	7	2	2	4	4	20	50	Yes	associate professor	Life Sciences	Research and educational institute	Yes (including if someone else does it for me)	Prefer not to say	45 - 54	Yes	No	Underequipped	Living only with partner	Yes	30-60 min	0	0	0	0	0	0	No	NA	Better communication	NA	NA	NA	Administrative flexibility during lockdowns	NA	0	30
364	2020-04-27 17:47:56	R_31XWAMHVYu2qwS7	Yes	less efficient	more efficient	3	2	4	6	2	3	1	4	1	7	2	2	3	5	5	80	70	Yes	full professor	Social Sciences	Research and educational institute	No	Male	45 - 54	Yes	Yes	Underequipped	Living only with partner	Yes	>60 min	0	0	0	0	0	0	No	No	Better communication	Better computer facilities	NA	More tips on working from home	Administrative flexibility during lockdowns	NA	0	-10
615	2020-04-27 17:51:13	R_1QnGd6VXG6cdMgo	Yes	similarly efficient	more efficient	3	2	5	5	5	3	3	3	4	7	5	5	3	4	3	30	40	Yes	NA	Social Sciences	Research and educational institute	No	Female	45 - 54	Yes	Yes	Fully equipped	Living only with partner	Yes	30-60 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	0	10
444	2020-04-27 17:51:55	R_2af4Sl1hnPNWtNo	Yes	more efficient	more efficient	1	1	1	4	7	4	1	1	1	4	4	1	4	4	4	85	87	Yes	full professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	75 - 84	Yes	No	Fully equipped	Other	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	NA	NA	0	2
331	2020-04-27 17:58:50	R_3e2m98P5Qv6pOG3	Yes	less efficient	similarly efficient	5	4	6	4	5	5	4	5	4	6	5	3	3	4	3	30	50	No	assistant professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	35 - 44	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	1	0	0	0	0	Yes	No	NA	NA	Support for problems regarding combining work with family life	NA	NA	NA	1	20
174	2020-04-27 18:03:15	R_1ewW7oQKwSVeEM2	Yes	less efficient	less efficient	6	6	6	3	7	6	6	6	4	6	5	7	5	7	6	10	10	Yes	assistant professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	25 - 34	Yes	No	Fully equipped	Living alone	NA	<30 min	0	0	0	0	0	0	No	NA	Better communication	NA	NA	More tips on working from home	Administrative flexibility during lockdowns	NA	0	0
313	2020-04-27 18:03:16	R_vYmrF5wSkYHohMt	Yes	less efficient	more efficient	7	7	7	7	7	7	7	7	7	7	7	5	5	7	7	56	23	No	assistant professor	Other	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	1	0	1	0	0	Yes	No	NA	NA	NA	NA	NA	Other	2	-33
441	2020-04-27 18:12:53	R_3z9gbJZCXsrq0dH	Yes	similarly efficient	similarly efficient	2	5	5	4	4	3	1	1	1	1	5	3	3	3	2	61	61	Yes	full professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	55 - 64	Yes	No	Underequipped	Living only with partner	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	More tips on working from home	NA	Other	0	0
506	2020-04-27 18:13:13	R_3n7SgIkfESf4ktv	Yes	similarly efficient	similarly efficient	4	4	4	5	5	4	4	4	5	5	4	4	5	4	3	30	40	Yes	full professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	55 - 64	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	0	0	0	0	2	No	NA	NA	NA	NA	NA	NA	Other	2	10
319	2020-04-27 18:17:49	R_1EX1yEBrIj2Hf6z	Yes	more efficient	more efficient	2	1	1	6	7	6	1	1	3	7	3	6	7	5	6	30	50	Yes	associate professor	Other	Purely research institute	Yes (including if someone else does it for me)	Male	35 - 44	No	Yes	Fully equipped	Living only with partner	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	NA	NA	0	20
352	2020-04-27 18:23:39	R_1jIp51hnEG0W3ZD	Yes	less efficient	less efficient	5	4	6	5	6	6	6	6	6	6	7	4	4	6	4	29	29	Yes	full professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	55 - 64	Yes	Yes	Underequipped	Other	NA	<30 min	0	0	0	0	0	2	No	No	NA	NA	NA	NA	NA	NA	2	0
467	2020-04-27 18:42:28	R_3s6e1EAfEEsZjMJ	Yes	more efficient	less efficient	7	3	4	7	6	7	4	5	6	7	3	4	4	6	6	9	9	Yes	associate professor	Social Sciences	Research and educational institute	No	Male	35 - 44	Yes	Yes	Underequipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	1	1	0	0	0	Yes	No	NA	NA	Support for problems regarding combining work with family life	NA	NA	NA	2	0
248	2020-04-27 18:54:37	R_242W8aPZZqpCMdm	Yes	similarly efficient	similarly efficient	3	3	5	6	4	4	2	4	2	6	5	4	3	4	3	29	71	Yes	full professor	Social Sciences	Research and educational institute	No	Male	55 - 64	Yes	No	Underequipped	Living with partner and non-adult child(ren)	Yes	30-60 min	1	0	0	0	0	0	Yes	Yes	NA	Better computer facilities	NA	NA	NA	Other	1	42
349	2020-04-27 18:58:04	R_1eQR1GqmBtWxBrQ	Yes	more efficient	more efficient	2	2	2	5	5	5	2	7	1	5	5	4	4	7	4	25	50	Yes	associate professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	45 - 54	Yes	No	Underequipped	Living with partner and non-adult child(ren)	Yes	30-60 min	0	0	1	0	0	0	Yes	Yes	NA	Better computer facilities	NA	More tips on working from home	Administrative flexibility during lockdowns	NA	1	25
668	2020-04-27 19:15:56	R_11XDdq46FrJEOOS	Yes	less efficient	less efficient	5	5	4	5	4	4	5	5	5	6	5	4	4	4	4	98	40	Yes	full professor	Social Sciences	Research and educational institute	No	Male	45 - 54	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	0	0	1	2	0	No	No	NA	NA	NA	NA	NA	NA	3	-58
316	2020-04-27 19:25:10	R_tSAuIiW6yg8C2zv	Yes	more efficient	less efficient	4	4	4	4	6	4	4	6	6	4	4	4	4	6	1	19	52	Yes	associate professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	Yes	Fully equipped	Single-parent with non-adult child(ren)	NA	<30 min	0	0	1	0	0	0	Yes	No	Better communication	Better computer facilities	NA	NA	NA	NA	1	33
272	2020-04-27 19:34:47	R_1d9NIp5OkMoqw6M	Yes	similarly efficient	similarly efficient	1	1	1	5	6	4	1	1	1	6	4	3	5	6	1	51	71	Yes	associate professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	Yes	30-60 min	1	0	0	0	0	0	No	No	NA	NA	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	1	20
366	2020-04-27 19:42:34	R_3PhPrplu3okr3bv	No	NA	similarly efficient	2	4	2	6	5	5	4	4	4	5	6	4	4	5	4	50	60	Yes	full professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	65 - 74	No	No	Underequipped	Living only with partner	No	30-60 min	0	0	0	0	0	0	No	NA	Better communication	NA	NA	NA	NA	NA	0	10
395	2020-04-27 19:44:06	R_29oJNyiPw8W3r90	Yes	similarly efficient	similarly efficient	2	2	3	4	4	4	2	2	2	5	4	2	2	5	6	50	71	Yes	full professor	Social Sciences	Research and educational institute	NA	Male	45 - 54	Yes	No	Underequipped	Living alone	NA	<30 min	0	0	0	0	0	0	No	NA	Better communication	Better computer facilities	NA	NA	Administrative flexibility during lockdowns	NA	0	21
3052	2020-04-27 19:50:26	R_1jPRHeSKyKs9ElU	Yes	less efficient	less efficient	5	5	5	5	4	4	4	4	4	4	5	6	6	6	4	20	20	Yes	associate professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	35 - 44	Yes	Yes	Underequipped	Living with partner and non-adult child(ren)	Yes	30-60 min	0	0	0	2	0	0	Yes	No	Better communication	NA	NA	NA	NA	NA	2	0
303	2020-04-27 20:20:56	R_3kzGxeTe69BlXAU	Yes	less efficient	more efficient	1	1	1	5	6	5	1	1	1	6	2	2	2	6	3	50	60	Yes	associate professor	Life Sciences	Research and educational institute	No	Female	55 - 64	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	No	30-60 min	0	0	0	0	0	2	No	No	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	2	10
436	2020-04-27 20:25:20	R_vfARlg15U5bNqkF	Yes	similarly efficient	less efficient	5	5	4	5	7	7	4	5	3	5	6	5	6	5	4	35	45	Yes	full professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	45 - 54	Yes	Yes	Underequipped	Other	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	Support for problems regarding combining work with family life	NA	NA	NA	0	10
230	2020-04-27 20:40:11	R_1KfePNd8PTZJP1n	Yes	less efficient	similarly efficient	5	3	6	5	6	7	2	2	3	4	5	3	3	7	4	50	50	Yes	associate professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	Yes	30-60 min	1	1	1	0	0	0	Yes	No	NA	NA	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	3	0
330	2020-04-27 20:49:28	R_2X7FLJHKRL3TJ7q	Yes	less efficient	less efficient	6	6	7	7	7	7	6	6	5	7	6	7	7	7	5	20	33	Yes	associate professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	Yes	Fully equipped	Living only with partner	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	NA	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	0	13
448	2020-04-27 20:59:14	R_2EbjGA2GXYpqYAA	Yes	similarly efficient	similarly efficient	3	2	5	5	6	6	3	4	4	7	5	4	3	5	4	15	15	Yes	postdoc	Other	Research and educational institute	No	Female	35 - 44	No	Yes	Fully equipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	0	0	2	0	0	Yes	No	NA	NA	Support for problems regarding combining work with family life	NA	NA	NA	2	0
321	2020-04-27 21:04:53	R_2uF26DRoUTeVNsV	Yes	similarly efficient	similarly efficient	5	5	6	7	7	7	4	4	4	4	6	5	4	7	7	29	50	Yes	associate professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	45 - 54	Yes	No	Fully equipped	Single-parent with non-adult child(ren)	NA	<30 min	0	NA	0	1	1	0	Yes	No	NA	NA	NA	More tips on working from home	NA	NA	2	21
115	2020-04-27 21:56:45	R_qD7aCq1CbDsYSsh	Yes	less efficient	less efficient	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	10	10	No	full professor	Life Sciences	Research and educational institute	No	Male	55 - 64	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	No	<30 min	0	0	0	0	0	0	No	No	NA	NA	NA	NA	NA	NA	0	0
329	2020-04-27 22:41:02	R_3DiQsjVjEhzIxq5	Yes	similarly efficient	similarly efficient	4	4	4	6	7	6	2	2	3	7	4	4	3	4	4	25	50	Yes	assistant professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	25 - 34	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	Yes	<30 min	0	0	2	0	0	0	Yes	Yes	NA	NA	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	2	25
1156	2020-04-27 22:46:03	R_OPS7Wf7RjX4uKTT	Yes	more efficient	more efficient	1	1	1	4	4	4	1	1	1	7	4	4	2	4	4	10	40	Yes	postdoc	Life Sciences	Research and educational institute	No	Male	35 - 44	No	No	Fully equipped	Living only with partner	Yes	30-60 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	NA	NA	0	30
3196	2020-04-27 23:47:14	R_NXdJH0rnByARloR	Yes	less efficient	less efficient	4	5	5	6	6	5	5	5	5	6	5	6	6	6	5	10	20	Yes	full professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	65 - 74	Yes	Yes	Fully equipped	Living with parents or other adult family members	NA	<30 min	0	0	0	0	0	1	No	NA	NA	NA	NA	NA	NA	Other	1	10
268	2020-04-28 01:53:37	R_vwdBfUQ3Fopy6JP	Yes	similarly efficient	similarly efficient	1	2	3	5	5	6	1	1	2	5	4	3	6	6	6	41	40	Yes	full professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	65 - 74	Yes	No	Fully equipped	Living only with partner	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	NA	NA	0	-1
308	2020-04-28 02:15:33	R_10uD9v20ZMrqzZV	Yes	more efficient	more efficient	2	2	2	4	5	4	2	1	1	6	5	4	2	5	2	40	71	Yes	associate professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	65 - 74	Yes	No	Fully equipped	Living only with partner	Yes	30-60 min	0	0	0	0	0	0	No	NA	NA	NA	Support for problems regarding combining work with family life	NA	NA	NA	0	31
1059	2020-04-28 04:09:08	R_1lp13gl3yTtabCu	Yes	similarly efficient	similarly efficient	3	4	5	4	4	5	4	5	4	6	5	4	3	4	4	5	5	Yes	postdoc	Other	Research and educational institute	No	Male	25 - 34	No	No	Fully equipped	Living alone	NA	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	NA	Other	0	0
518	2020-04-28 04:11:55	R_1n1pYox1Sh74Hnj	Yes	less efficient	less efficient	5	5	6	5	6	5	4	5	4	6	5	5	5	4	3	15	20	Yes	associate professor	Social Sciences	Research and educational institute	No	Female	45 - 54	Yes	No	Underequipped	Living with partner and non-adult child(ren)	No	30-60 min	0	0	0	0	2	1	No	No	NA	NA	Support for problems regarding combining work with family life	NA	NA	NA	3	5
346	2020-04-28 05:21:12	R_WDJg1B7UagUfjYl	Yes	similarly efficient	similarly efficient	2	2	2	4	3	3	1	1	1	4	4	3	5	4	5	40	70	Yes	full professor	Social Sciences	Research and educational institute	Yes (including if someone else does it for me)	Male	65 - 74	Yes	Yes	Fully equipped	Living only with partner	Yes	30-60 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	0	30
