StartDate	EndDate	Status	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	DistributionChannel	UserLanguage	working_home_time	now_before_eff	now_later_eff	home_office_aspect_1	home_office_aspect_2	home_office_aspect_3	home_office_aspect_4	home_office_aspect_5	home_office_aspect_6	home_office_aspect_7	home_office_aspect_8	home_office_aspect_9	home_office_aspect_10	home_office_aspect_11	home_office_aspect_12	home_office_aspect_13	home_office_aspect_14	home_office_aspect_15	prior_home_prop_1	future_home_prop_1	feasible	position	area_of_research	area_of_research_6_TEXT	wokrplace_type	data_coll_remote	gender	age	edu_duties	team_work	office_setup	living_sit	living_sit_7_TEXT	partner_work	work_home_dist	children_2	children_23	children_24	children_25	children_26	children_27	homeschool	childcare_help	need_from_org_1	need_from_org_4	need_from_org_7	need_from_org_9	need_from_org_10	need_from_org_11	need_from_org_11_TEXT
2020-04-27 15:26:28	2020-04-27 15:30:29	IP Address	100	241	True	2020-04-27 15:30:30	R_pi0jh2Pmh1OApgd	email	EN	Yes	less efficient	less efficient	6	6	6	"In the office
7
"	"In the office
7
"	"In the office
7
"	"At home

1
"	4	2	5	5	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	30	40	Yes	associate professor	Other:	community nutrition	Research and educational institute	No	Female	35 - 44	No	Yes	Underequipped	Living with partner and non-adult child(ren)	NA	Yes	30-60 min	0	1	1	0	0	0	No	Yes	NA	NA	Support for problems regarding combining work with family life	NA	NA	NA	NA
2020-04-27 15:28:23	2020-04-27 15:33:13	IP Address	100	290	True	2020-04-27 15:33:13	R_3iDvrU03FuXvkp8	email	EN	Yes	similarly efficient	similarly efficient	4	4	2	5	4	4	2	2	2	5	4	4	3	5	5	49	51	Yes	assistant professor	Other:	Health sciences	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	Yes	Underequipped	Living with partner and non-adult child(ren)	NA	Yes	30-60 min	0	0	0	1	0	0	Yes	No	NA	Better computer facilities	NA	NA	Administrative flexibility during lockdowns	Other:	Different hours sometimes for meetings
2020-04-27 15:20:45	2020-04-27 15:33:19	IP Address	100	753	True	2020-04-27 15:33:19	R_26i5xe2Nn6EAsHy	email	EN	Yes	similarly efficient	similarly efficient	3	3	5	2	3	3	4	4	4	4	4	4	2	3	5	40	50	Yes	assistant professor	Life Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	65 - 74	Yes	Yes	Fully equipped	Other:	Living with partner and adult child	NA	>60 min	0	0	0	0	0	1	No	NA	Better communication	NA	NA	NA	NA	NA	NA
2020-04-27 15:16:41	2020-04-27 15:35:02	IP Address	100	1100	True	2020-04-27 15:35:02	R_SNL97JjVQ3CxnHP	email	EN	Yes	more efficient	similarly efficient	4	4	3	5	2	2	2	2	2	5	3	4	5	4	4	9	25	Yes	associate professor	Life Sciences	NA	Research and educational institute	No	Male	55 - 64	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	NA	Yes	<30 min	0	0	0	0	1	1	No	No	Better communication	NA	NA	More tips on working from home	Administrative flexibility during lockdowns	NA	NA
2020-04-27 15:24:23	2020-04-27 15:35:17	IP Address	100	653	True	2020-04-27 15:35:17	R_2YsQLlZtKqInWw9	email	EN	Yes	similarly efficient	less efficient	"At home

1
"	"At home

1
"	"At home

1
"	4	5	5	"At home

1
"	"At home

1
"	"At home

1
"	"In the office
7
"	"In the office
7
"	"At home

1
"	"At home

1
"	5	3	20	61	Yes	full professor	Other:	psychology	Research and educational institute	No	Male	55 - 64	Yes	Yes	Fully equipped	Living with parents or other adult family members	NA	Yes	30-60 min	0	0	0	0	0	2	Yes	NA	Better communication	NA	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-04-27 15:31:54	2020-04-27 15:36:08	IP Address	100	253	True	2020-04-27 15:36:08	R_2qjuvmB99eYdafd	email	EN	No	NA	similarly efficient	5	5	5	6	6	5	2	2	2	6	5	5	5	5	5	100	40	Yes	associate professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	55 - 64	Yes	No	Fully equipped	Living only with partner	NA	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-27 15:34:38	2020-04-27 15:37:40	IP Address	100	181	True	2020-04-27 15:37:40	R_3m2VX369maKDZlM	email	EN	Yes	similarly efficient	more efficient	"At home

1
"	"At home

1
"	"At home

1
"	6	5	6	"At home

1
"	"At home

1
"	"At home

1
"	"In the office
7
"	6	4	5	6	"At home

1
"	30	50	Yes	full professor	Life Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	55 - 64	Yes	Yes	Fully equipped	Living only with partner	NA	Yes	<30 min	0	0	0	0	0	0	No	No	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-04-27 15:13:24	2020-04-27 15:37:51	IP Address	100	1467	True	2020-04-27 15:37:51	R_1H0EU8QiE0yMysK	email	EN	Yes	similarly efficient	similarly efficient	3	4	6	5	5	5	4	5	6	4	"At home

1
"	5	3	5	4	40	81	Yes	associate professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	45 - 54	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	NA	Yes	30-60 min	0	0	0	1	0	0	Yes	Yes	NA	NA	Support for problems regarding combining work with family life	NA	NA	NA	NA
2020-04-27 15:29:33	2020-04-27 15:39:08	IP Address	100	574	True	2020-04-27 15:39:09	R_2R9bpRjJC2jf9aT	email	EN	Yes	more efficient	more efficient	2	2	3	6	5	6	2	2	"At home

1
"	6	4	3	3	4	2	9	30	Yes	full professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	55 - 64	Yes	Yes	Fully equipped	Living with parents or other adult family members	NA	No	30-60 min	0	0	0	0	0	3	No	NA	Better communication	Better computer facilities	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-04-27 15:36:22	2020-04-27 15:40:34	IP Address	100	252	True	2020-04-27 15:40:35	R_3JLxlD1n8cPCMwa	email	EN	Yes	less efficient	similarly efficient	"At home

1
"	"At home

1
"	3	4	4	4	"At home

1
"	"At home

1
"	"At home

1
"	4	"At home

1
"	2	3	5	4	70	91	Yes	non-academic researcher	Other:	Public Health	None of them	Yes (including if someone else does it for me)	Female	35 - 44	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	NA	No	<30 min	0	0	1	1	0	0	Yes	Yes	NA	NA	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	NA
2020-04-27 15:33:56	2020-04-27 15:41:20	IP Address	100	443	True	2020-04-27 15:41:20	R_1NfSnwKcFJehEGo	email	EN	Yes	similarly efficient	more efficient	2	4	2	6	6	4	"At home

1
"	"At home

1
"	"At home

1
"	6	5	3	4	5	4	20	75	Yes	postdoc	Social Sciences	NA	Purely research institute	Yes (including if someone else does it for me)	Female	35 - 44	No	Yes	Fully equipped	Living with partner and non-adult child(ren)	NA	No	<30 min	0	1	1	0	0	0	No	Yes	Better communication	NA	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-04-27 15:36:38	2020-04-27 15:43:42	IP Address	100	424	True	2020-04-27 15:43:42	R_1n3dapntgldmkRp	email	EN	Yes	similarly efficient	less efficient	5	4	4	5	5	4	5	6	5	6	6	5	5	4	4	15	10	Yes	full professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	45 - 54	Yes	Yes	Underequipped	Living alone	NA	NA	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	NA	Other:	A better chair
2020-04-27 15:38:27	2020-04-27 15:45:54	IP Address	100	447	True	2020-04-27 15:45:55	R_3KZ3VGh30AtPTbe	email	EN	Yes	similarly efficient	similarly efficient	5	5	6	6	4	4	5	5	6	"In the office
7
"	"In the office
7
"	5	3	4	4	10	25	Yes	full professor	Life Sciences	NA	Research and educational institute	No	Male	55 - 64	Yes	No	Fully equipped	Living with partner and non-adult child(ren)	NA	Yes	30-60 min	0	0	0	0	0	1	No	NA	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-04-27 15:43:42	2020-04-27 15:47:45	IP Address	100	242	True	2020-04-27 15:47:45	R_27KklkFqAnEvgYh	email	EN	Yes	less efficient	less efficient	6	6	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	5	"In the office
7
"	"In the office
7
"	"In the office
7
"	20	10	No	associate professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	45 - 54	Yes	Yes	Underequipped	Single-parent with non-adult child(ren)	NA	NA	<30 min	0	0	0	1	0	0	Yes	No	NA	Better computer facilities	Support for problems regarding combining work with family life	NA	NA	Other:	Childcare.
2020-04-27 15:45:35	2020-04-27 15:50:40	IP Address	100	304	True	2020-04-27 15:50:40	R_2riKQurxh0U3he4	email	EN	Yes	less efficient	less efficient	2	2	2	6	"In the office
7
"	"In the office
7
"	2	5	5	"In the office
7
"	"In the office
7
"	5	6	6	"In the office
7
"	41	43	Yes	postdoc	Social Sciences	NA	Research and educational institute	No	Female	25 - 34	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	NA	No	<30 min	1	1	0	0	0	0	No	No	NA	NA	Support for problems regarding combining work with family life	NA	Administrative flexibility during lockdowns	NA	NA
2020-04-27 15:44:35	2020-04-27 15:51:38	IP Address	100	423	True	2020-04-27 15:51:39	R_2SAY4kkIsCvF7Hj	email	EN	Yes	less efficient	less efficient	"At home

1
"	"At home

1
"	"At home

1
"	4	"In the office
7
"	"In the office
7
"	"At home

1
"	4	"At home

1
"	"In the office
7
"	4	"At home

1
"	"At home

1
"	4	"In the office
7
"	80	70	Yes	associate professor	Life Sciences	NA	Research and educational institute	No	Male	55 - 64	Yes	Yes	Fully equipped	Living alone	NA	NA	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-27 15:52:40	2020-04-27 15:56:11	IP Address	100	210	True	2020-04-27 15:56:11	R_1lzwqm8ZS8EAFpt	email	EN	Yes	less efficient	more efficient	6	6	5	"In the office
7
"	4	3	6	"In the office
7
"	5	"In the office
7
"	6	2	2	4	3	24	30	Yes	full professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	55 - 64	Yes	Yes	Underequipped	Living only with partner	NA	No	<30 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	More tips on working from home	NA	NA	NA
2020-04-27 15:54:12	2020-04-27 15:57:48	IP Address	100	216	True	2020-04-27 15:57:48	R_D7xtvs6cIyYjpcZ	email	EN	Yes	similarly efficient	similarly efficient	"At home

1
"	3	4	6	"In the office
7
"	6	2	4	6	4	6	2	3	5	5	10	29	Yes	assistant professor	Social Sciences	NA	Research and educational institute	NA	Female	35 - 44	Yes	No	Underequipped	Living only with partner	NA	Yes	<30 min	0	0	0	0	0	0	No	NA	Better communication	Better computer facilities	NA	NA	NA	NA	NA
2020-04-27 15:50:50	2020-04-27 15:57:57	IP Address	100	426	True	2020-04-27 15:57:57	R_3r2lwkfZoZnz93g	email	EN	Yes	less efficient	less efficient	5	4	"In the office
7
"	"In the office
7
"	4	4	"At home

1
"	"At home

1
"	3	"In the office
7
"	"In the office
7
"	6	6	"In the office
7
"	4	50	50	Yes	assistant professor	Social Sciences	NA	Research and educational institute	No	Female	45 - 54	Yes	Yes	Underequipped	Living only with partner	NA	Yes	>60 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	NA	Other:	nothing - my lab requires human contact
2020-04-27 15:53:40	2020-04-27 15:58:28	IP Address	100	288	True	2020-04-27 15:58:29	R_27WjouUQkYGzjC2	email	EN	Yes	less efficient	less efficient	2	5	4	6	6	6	2	3	3	6	5	4	3	6	6	30	50	Yes	associate professor	Physical Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	35 - 44	Yes	Yes	Underequipped	Living with partner and non-adult child(ren)	NA	No	30-60 min	0	0	0	2	0	0	No	No	Better communication	NA	NA	NA	NA	NA	NA
2020-04-27 15:47:09	2020-04-27 15:59:25	IP Address	100	735	True	2020-04-27 15:59:25	R_1hZk6AyiCAAqraF	email	EN	Yes	less efficient	more efficient	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	6	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	4	19	No	postdoc	Other:	medicine	Research and educational institute	Yes (including if someone else does it for me)	Female	35 - 44	Yes	Yes	Underequipped	Living with partner and non-adult child(ren)	NA	Yes	<30 min	0	1	1	0	0	0	Yes	Yes	NA	NA	Support for problems regarding combining work with family life	NA	NA	NA	NA
2020-04-27 15:55:04	2020-04-27 16:00:09	IP Address	100	305	True	2020-04-27 16:00:10	R_2EGDYRwfoLEXQk5	email	EN	Yes	more efficient	more efficient	"At home

1
"	"At home

1
"	"At home

1
"	3	3	3	"At home

1
"	"At home

1
"	"At home

1
"	3	"At home

1
"	"At home

1
"	"At home

1
"	3	"At home

1
"	4	88	Yes	associate professor	Formal Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	45 - 54	No	Yes	Fully equipped	Living with parents or other adult family members	NA	Yes	30-60 min	0	0	0	0	1	0	No	No	NA	Better computer facilities	NA	NA	NA	NA	NA
2020-04-27 16:00:35	2020-04-27 16:03:52	IP Address	100	196	True	2020-04-27 16:03:52	R_24zNQ6MHQZwlWkK	email	EN	Yes	less efficient	less efficient	4	4	"In the office
7
"	6	"In the office
7
"	"In the office
7
"	4	4	6	"In the office
7
"	4	4	3	5	5	10	10	Yes	full professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	45 - 54	Yes	Yes	Fully equipped	Living only with partner	NA	Yes	30-60 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	NA	Other:	The problem is my ability to focus, which has nothing to do with my organization.
2020-04-27 16:03:27	2020-04-27 16:07:36	IP Address	100	248	True	2020-04-27 16:07:36	R_3O0KDcYanPkyY1m	email	EN	Yes	more efficient	similarly efficient	"At home

1
"	"At home

1
"	"At home

1
"	5	5	5	"At home

1
"	"At home

1
"	"At home

1
"	"In the office
7
"	4	4	4	6	4	40	39	Yes	full professor	Earth & Space Sciences	NA	Research and educational institute	No	Male	65 - 74	Yes	Yes	Fully equipped	Living alone	NA	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-27 16:09:14	2020-04-27 16:14:04	IP Address	100	290	True	2020-04-27 16:14:04	R_1q2EBwYhDnr7xFe	email	EN	Yes	similarly efficient	similarly efficient	3	4	4	6	4	4	"At home

1
"	3	"At home

1
"	6	5	2	2	6	5	19	50	Yes	full professor	Social Sciences	NA	Purely research institute	Yes (including if someone else does it for me)	Male	55 - 64	No	Yes	Fully equipped	Living only with partner	NA	No	>60 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-04-27 16:06:06	2020-04-27 16:14:27	IP Address	100	501	True	2020-04-27 16:14:28	R_2cB1k8orAfhnQKO	email	EN	Yes	similarly efficient	similarly efficient	4	4	5	4	5	5	3	2	5	4	5	4	4	5	2	19	50	Yes	associate professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	35 - 44	Yes	Yes	Fully equipped	Living with partner and non-adult child(ren)	NA	Yes	<30 min	0	0	0	1	0	0	Yes	No	NA	Better computer facilities	NA	NA	Administrative flexibility during lockdowns	NA	NA
2020-04-27 16:12:48	2020-04-27 16:17:48	IP Address	100	299	True	2020-04-27 16:17:48	R_AhPmothdOuziDsJ	email	EN	Yes	similarly efficient	similarly efficient	4	4	4	"In the office
7
"	"In the office
7
"	4	4	4	6	4	"In the office
7
"	4	4	4	4	100	40	No	full professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	65 - 74	Yes	No	Fully equipped	Living only with partner	NA	Yes	<30 min	0	0	0	0	0	0	No	No	NA	NA	NA	NA	NA	Other:	Better access to printed books in library
2020-04-27 16:14:15	2020-04-27 16:18:05	IP Address	100	230	True	2020-04-27 16:18:05	R_1H61YSAYY3LdHpQ	email	EN	Yes	less efficient	less efficient	4	4	5	3	3	3	6	5	5	3	6	4	5	4	4	10	19	Yes	full professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Male	65 - 74	Yes	Yes	Fully equipped	Living only with partner	NA	Yes	<30 min	0	0	0	0	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
2020-04-27 16:16:11	2020-04-27 16:23:57	IP Address	100	465	True	2020-04-27 16:23:57	R_3O0wSfEpIN4sE7k	email	EN	No	NA	less efficient	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	"In the office
7
"	5	5	6	"In the office
7
"	"In the office
7
"	"In the office
7
"	5	5	5	"In the office
7
"	80	20	No	full professor	Other:	Rehabilitation science	Research and educational institute	No	Female	75 - 84	Yes	Yes	Fully equipped	Living with non-family others	NA	NA	<30 min	0	0	0	0	0	2	No	NA	NA	Better computer facilities	NA	NA	NA	NA	NA
2020-04-27 16:22:15	2020-04-27 16:28:37	IP Address	100	382	True	2020-04-27 16:28:37	R_2VrT6JOyo6BPW9N	email	EN	Yes	more efficient	more efficient	"At home

1
"	"At home

1
"	"At home

1
"	3	5	5	"At home

1
"	"At home

1
"	"At home

1
"	4	"At home

1
"	3	"At home

1
"	"In the office
7
"	"At home

1
"	61	81	Yes	associate professor	Social Sciences	NA	Research and educational institute	Yes (including if someone else does it for me)	Female	45 - 54	Yes	No	Fully equipped	Living only with partner	NA	Yes	30-60 min	0	0	0	0	0	0	No	NA	NA	NA	NA	More tips on working from home	Administrative flexibility during lockdowns	NA	NA
2020-04-27 16:25:51	2020-04-27 16:33:47	IP Address	100	476	True	2020-04-27 16:33:48	R_2D8FLwJv1S2jSY5	email	EN	Yes	more efficient	more efficient	2	2	2	3	3	4	"At home

1
"	2	"At home

1
"	3	5	4	3	3	"At home

1
"	40	90	Yes	assistant professor	Other:	Health science	Research and educational institute	Yes (including if someone else does it for me)	Male	45 - 54	Yes	Yes	Underequipped	Living with partner and non-adult child(ren)	NA	No	30-60 min	0	2	0	0	0	0	Yes	Yes	NA	NA	Support for problems regarding combining work with family life	NA	NA	NA	NA
2020-04-27 16:29:43	2020-04-27 16:34:12	IP Address	100	268	True	2020-04-27 16:34:12	R_1gLUVXvhEgjZ1sU	email	EN	Yes	less efficient	less efficient	4	3	5	6	4	4	"At home

1
"	"At home

1
"	3	"In the office
7
"	4	3	2	4	2	30	33	No	associate professor	Life Sciences	NA	Research and educational institute	No	Female	35 - 44	Yes	No	Fully equipped	Living alone	NA	NA	>60 min	0	0	0	0	0	0	No	NA	NA	Better computer facilities	NA	NA	NA	NA	NA
